merchant,category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,transaction_year,transaction_month,transaction_day,transaction_hour,age
Hilpert-Conroy,kids_pets,18.13,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,44.7079,-121.114385,0,2020,12,27,17,67
Reilly LLC,home,59.65,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.022703,-100.611772,0,2020,12,27,17,38
Morissette-Schaefe,personal_care,12.37,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",49.034337,-122.089345,0,2020,12,27,17,36
Little Lt,kids_pets,11.29,Ashford,WA,46.7531,-121.9898,759,Video editor,47.228092,-121.434866,0,2020,12,27,17,64
Little Lt,kids_pets,123.89,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,37.2463,-122.456609,0,2020,12,27,17,23
"""Cole, Hills and Jewess""",home,1.19,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",41.196672,-105.052738,0,2020,12,27,17,32
Streich Lt,home,15.22,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",39.117042,-94.247877,0,2020,12,27,17,28
Lubowitz-Walte,kids_pets,39.25,Mendon,UT,41.71,-111.9817,2078,"""Scientist, audiological""",41.082066,-112.281494,0,2020,12,27,17,57
"""Windler, Goodwin and Kovacek""",home,13.43,Luray,MO,40.4931,-91.8912,519,Town planner,40.307707,-91.392896,0,2020,12,27,17,54
Schumm PLC,shopping_net,37.72,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.387507,-115.500445,0,2020,12,27,17,49
"""Streich, Dietrich and Barton""",shopping_net,2.56,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,36.119382,-108.738898,0,2020,12,27,17,31
"""Yost, Schamberger and Windle""",kids_pets,47.31,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",20.46735,-155.262393,0,2020,12,27,17,29
"""Baumbach, Strosin and Nicolas""",shopping_pos,8.22,American Fork,UT,40.3928,-111.7941,42384,Futures trader,39.889545,-112.054965,0,2020,12,27,17,28
Kutch-Ferry,home,49.66,Luray,MO,40.4931,-91.8912,519,Town planner,41.203672,-92.610404,0,2020,12,27,17,54
Romaguera and Sons,travel,4.16,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",43.133058,-107.731512,0,2020,12,27,17,27
"""Denesik, Powlowski and Pouros""",home,116.49,Loving,NM,32.274,-104.0914,1925,Educational psychologist,32.532706,-104.052225,0,2020,12,27,17,68
"""Cole, Hills and Jewess""",home,10.35,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.130415,-121.976994,0,2020,12,27,17,36
Adams-Barrows,health_fitness,6.68,Vinton,CA,40.0235,-120.7986,128,Education administrator,39.347627,-119.839924,0,2020,12,27,17,54
Botsford Lt,shopping_pos,5.03,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.408192,-93.483807,0,2020,12,27,17,31
Reilly LLC,home,13.07,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.274981,-121.344304,0,2020,12,27,17,36
Fadel-Hilpert,health_fitness,62.78,Louisiana,MO,39.4336,-91.0664,4593,"""Teacher, early years/pre""",38.804597,-91.271207,0,2020,12,27,17,80
"""Durgan, Gislason and Spence""",home,90.0,Carroll,NE,42.277,-97.1926,566,Metallurgist,41.583112,-97.918711,0,2020,12,27,17,45
Larkin Lt,kids_pets,30.09,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.518496,-118.754602,0,2020,12,27,17,47
Klein Group,entertainment,41.99,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",39.749717,-123.608072,0,2020,12,27,17,69
Hills-Witting,shopping_net,179.29,Redford,MO,37.3272,-91.0243,241,Investment analyst,38.129996,-90.593201,0,2020,12,27,17,46
Jewess LLC,shopping_pos,8.79,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",41.423397,-97.273626,0,2020,12,27,17,47
"""Turner, Ruecker and Parisian""",misc_pos,184.84,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",49.07319,-122.960138,0,2020,12,27,17,36
Friesen-Ortiz,personal_care,32.02,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.615581,-93.419539,0,2020,12,27,17,31
Greenholt Lt,health_fitness,6.79,Grenada,CA,41.6125,-122.5258,589,Systems analyst,41.650348,-122.433405,0,2020,12,27,17,75
Lubowitz-Walte,kids_pets,75.93,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,37.519371,-103.979247,0,2020,12,27,17,32
Rau-Robel,kids_pets,18.82,American Fork,UT,40.3928,-111.7941,42384,Futures trader,39.736625,-111.459098,0,2020,12,27,17,28
Dare-Gibson,health_fitness,35.06,Mound City,MO,40.1362,-95.2138,1631,Architect,39.277869,-94.990089,0,2020,12,27,17,67
"""Reichert, Rowe and Mraz""",shopping_net,9.94,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.900119,-92.713577,0,2020,12,27,17,32
Morissette-Schaefe,personal_care,5.65,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",64.95983,-164.760679,0,2020,12,27,17,81
Carroll PLC,health_fitness,74.81,Jordan Valley,OR,42.8801,-117.281,641,Economist,43.718857,-117.508379,0,2020,12,27,17,27
Miller-Harris,misc_net,61.72,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.320139,-92.389002,0,2020,12,27,17,32
Kilback LLC,food_dining,8.67,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.731271,-117.695279,0,2020,12,27,17,21
Auer LLC,personal_care,12.76,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.810528,-111.953191,0,2020,12,27,17,33
Roob-Okunev,health_fitness,5.27,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",34.337072,-112.627921,0,2020,12,27,17,63
Shields-Wunsch,health_fitness,17.25,Brashear,MO,40.1959,-92.4333,805,Private music teacher,39.85788,-93.251209,0,2020,12,27,17,50
Friesen Lt,health_fitness,6.67,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,37.500076,-122.065189,0,2020,12,27,17,23
Friesen-Ortiz,personal_care,10.05,Hatch,UT,37.7175,-112.4777,258,Geoscientist,37.685651,-112.204244,0,2020,12,27,17,59
"""Lubowitz, Terry and Stracke""",personal_care,41.82,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,48.016922,-121.019469,0,2020,12,27,18,36
Reichert-Weissnat,travel,2.65,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",32.966367,-117.837054,0,2020,12,27,18,25
Denesik and Sons,shopping_pos,288.41,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.160652,-118.460022,0,2020,12,27,18,49
Cruickshank-Mills,entertainment,72.22,American Fork,UT,40.3928,-111.7941,42384,Futures trader,40.277259,-112.175486,0,2020,12,27,18,28
Lubowitz-Walte,kids_pets,41.04,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",41.100123,-98.551715,0,2020,12,27,18,40
Herzog Lt,misc_pos,581.27,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.507924,-109.589677,0,2020,12,27,18,33
Baumbach Lt,personal_care,30.53,Llano,NM,36.1486,-105.6648,247,Architectural technologist,36.904547,-106.075642,0,2020,12,27,18,59
Rippin-VonRueden,health_fitness,9.29,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,33.123618,-106.471181,0,2020,12,27,18,53
Tillman LLC,travel,498.54,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,42.127417,-108.797667,0,2020,12,27,18,44
"""Bahringer, Schoen and Corkery""",shopping_pos,7.21,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",34.214156,-117.416448,0,2020,12,27,18,48
Yost-Rogahn,personal_care,17.47,Manville,WY,42.73,-104.7024,241,Educational psychologist,42.003113,-105.441776,0,2020,12,27,18,40
Jacobi Inc,health_fitness,16.48,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,37.86194,-122.614661,0,2020,12,27,18,23
Rau-Grant,kids_pets,93.66,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,32.553901,-117.280652,0,2020,12,27,18,61
Cummerata-Hilpert,entertainment,152.85,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.988979,-116.785552,0,2020,12,27,18,49
Bins-Tillman,entertainment,18.52,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.107579,-123.303428,0,2020,12,27,18,36
Kerluke Inc,misc_net,17.52,Manville,WY,42.73,-104.7024,241,Educational psychologist,41.87972,-105.119313,0,2020,12,27,18,40
"""Hagenes, Kohler and Hoppe""",food_dining,30.88,Burbank,WA,46.1966,-118.9017,3684,Musician,47.169021,-118.790273,0,2020,12,27,18,39
Dickinson Lt,misc_pos,6.02,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.548185,-117.853079,0,2020,12,27,18,47
Bednar Inc,travel,62.76,Omaha,NE,41.2064,-95.9953,518429,"""Surveyor, land/geomatics""",41.457039,-96.315425,0,2020,12,27,18,25
"""Langworth, Boehm and Gulgowski""",shopping_net,178.39,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.065098,-122.092687,0,2020,12,27,18,36
"""Reichert, Shanahan and Hayes""",shopping_net,5.64,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",42.638275,-107.208842,0,2020,12,27,18,27
Kilback LLC,food_dining,45.1,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.358386,-108.98029,0,2020,12,27,18,36
"""Kihn, Brakus and Goyette""",personal_care,12.49,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,41.695534,-104.309426,0,2020,12,27,18,47
Cruickshank-Mills,entertainment,331.58,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,39.807183,-104.99052,0,2020,12,27,18,28
Zboncak LLC,food_dining,53.33,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,38.980969,-106.927968,0,2020,12,27,18,81
"""Turner, Ziemann and Lehne""",food_dining,2.34,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.159237,-109.958691,0,2020,12,27,18,33
"""Cole, Hills and Jewess""",home,39.1,Newhall,CA,34.3795,-118.523,34882,Health physicist,35.138746,-117.979857,0,2020,12,27,18,49
Bednar PLC,kids_pets,54.47,Kissee Mills,MO,36.6704,-93.0377,1201,"""Engineer, agricultural""",37.667528,-93.395741,0,2020,12,27,18,40
Shields-Wunsch,health_fitness,20.05,Woods Cross,UT,40.8874,-111.9027,13983,Insurance broker,40.559799,-111.545937,0,2020,12,27,18,41
"""Feil, Hilpert and Koss""",food_dining,105.03,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,40.573794,-99.20132,0,2020,12,27,18,70
Adams-Barrows,health_fitness,19.29,Sacramento,CA,38.6865,-121.3494,757530,Soil scientist,38.140925,-120.842233,0,2020,12,27,18,54
"""Konopelski, Schneider and Hartmann""",food_dining,56.2,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,47.129275,-117.329667,0,2020,12,27,18,77
Bartoletti and Sons,personal_care,82.79,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",38.972709,-93.38055,0,2020,12,27,18,28
"""Hermiston, Pacocha and Smith""",health_fitness,138.49,Luray,MO,40.4931,-91.8912,519,Town planner,41.186351,-91.743712,0,2020,12,27,18,54
Kutch-Wilderman,home,13.95,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.990526,-107.066169,0,2020,12,27,18,46
Greenholt Lt,health_fitness,73.54,Athena,OR,45.8289,-118.4971,1302,Dealer,44.88139,-118.988944,0,2020,12,27,18,44
"""Hermiston, Pacocha and Smith""",health_fitness,43.68,Mesa,ID,44.6255,-116.4493,129,Cartographer,44.917605,-115.786241,0,2020,12,27,18,55
Pagac LLC,shopping_pos,1.6,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,34.598064,-118.740107,0,2020,12,27,18,38
"""Gottlieb, Considine and Schultz""",shopping_net,3.85,Burlington,WA,48.4786,-122.3345,14871,Public house manager,47.981732,-121.763383,0,2020,12,27,18,46
"""Yost, Block and Koepp""",misc_pos,5.56,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.385666,-108.944685,0,2020,12,27,18,33
Shanahan-Lehne,personal_care,10.61,Louisiana,MO,39.4336,-91.0664,4593,"""Teacher, early years/pre""",39.869973,-90.546689,0,2020,12,27,18,80
"""Hills, Hegmann and Schaefe""",health_fitness,95.4,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",39.517318,-99.34275,0,2020,12,27,18,80
Streich Lt,home,21.9,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",34.173415,-117.471152,0,2020,12,27,18,32
Kihn-Schuste,food_dining,1.39,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.632525,-118.051271,0,2020,12,27,19,21
Kihn-Schuste,food_dining,66.65,Scotts Mills,OR,44.9897,-122.6187,1252,"""Engineer, petroleum""",45.71088,-121.648339,0,2020,12,27,19,83
"""Armstrong, Walter and Gottlieb""",food_dining,68.0,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,37.622487,-122.660306,0,2020,12,27,19,66
"""Gutmann, McLaughlin and Wiz""",home,85.41,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.547197,-111.062518,0,2020,12,27,19,53
Zboncak LLC,food_dining,48.83,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.24394,-123.344726,0,2020,12,27,19,48
Klein Group,entertainment,46.28,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,46.10548,-122.6413,0,2020,12,27,19,38
"""Durgan, Gislason and Spence""",home,80.92,Parker Dam,CA,34.298,-114.156,126,Marketing executive,34.928474,-114.001741,0,2020,12,27,19,28
"""O'Reilly, Mohr and Purdy""",home,26.5,Owensville,MO,38.3511,-91.4867,6703,Naval architect,38.694512,-91.375158,0,2020,12,27,19,22
Reilly LLC,home,111.04,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",34.668298,-119.228665,0,2020,12,27,19,25
Pouros-Haag,shopping_pos,1.35,Napa,CA,38.4549,-122.2564,94014,Airline pilot,39.411076,-121.566165,0,2020,12,27,19,35
Lynch Lt,shopping_pos,11.6,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.559623,-109.951468,0,2020,12,27,19,33
Labadie LLC,personal_care,60.33,Broomfield,CO,39.8854,-105.1139,92337,"""Engineer, electronics""",40.461866,-105.396965,0,2020,12,27,19,53
Hammes-Beatty,kids_pets,52.81,Lowell,OR,43.921,-122.7806,1420,Systems analyst,44.513986,-123.354223,0,2020,12,27,19,55
Thiel-Thiel,entertainment,154.56,Rock Springs,WY,41.606,-109.23,27971,Music therapist,42.098007,-110.171134,0,2020,12,27,19,36
Hudson-Grady,shopping_pos,5.71,Redford,MO,37.3272,-91.0243,241,Investment analyst,36.85701,-91.002408,0,2020,12,27,19,46
Kirlin and Sons,personal_care,52.66,Omaha,NE,41.2064,-95.9953,518429,"""Surveyor, land/geomatics""",41.615927,-96.78839,0,2020,12,27,19,25
Bartoletti and Sons,personal_care,27.67,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",42.531995,-97.128882,0,2020,12,27,19,47
Kutch-Wilderman,home,42.62,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,32.84874,-116.617382,0,2020,12,27,19,65
Hoppe-Parisian,kids_pets,43.16,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.425733,-109.421257,0,2020,12,27,19,33
"""Hettinger, McCullough and Fay""",home,73.58,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,38.07588,-93.785312,0,2020,12,27,19,70
Brown-Greenholt,entertainment,42.52,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,44.519013,-121.258069,0,2020,12,27,19,67
McDermott-Rice,misc_pos,202.21,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,47.809169,-116.428163,0,2020,12,27,19,21
Stark-Batz,entertainment,28.61,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,41.261697,-98.129352,0,2020,12,27,19,70
"""Dare, Casper and Bartoletti""",kids_pets,213.7,Greenview,CA,41.5403,-122.9366,308,Call centre manager,41.731609,-123.02821,0,2020,12,27,19,62
"""Schiller, Blanda and Johnson""",home,85.12,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",42.819566,-107.930606,0,2020,12,27,19,27
Barrows PLC,shopping_pos,9.97,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,38.958564,-105.172667,0,2020,12,27,19,28
"""Nitzsche, Kessler and Wol""",shopping_pos,1.38,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",43.367552,-108.291452,0,2020,12,27,19,27
Ernser-Lynch,food_dining,63.45,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,40.616783,-94.101168,0,2020,12,27,19,46
"""Koss, Hansen and Lueilwitz""",home,16.14,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,39.459536,-104.72561,0,2020,12,27,19,28
Gulgowski LLC,home,39.3,Mendon,UT,41.71,-111.9817,2078,"""Scientist, audiological""",41.211187,-112.76605,0,2020,12,27,19,57
Marvin-Lin,personal_care,1.64,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.460658,-94.869697,0,2020,12,27,19,31
Terry-Huel,shopping_net,4.57,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",35.032345,-105.068904,0,2020,12,27,19,32
Champlin and Sons,home,125.9,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.793649,-118.111342,0,2020,12,27,19,49
"""Swaniawski, Nitzsche and Welch""",health_fitness,136.56,Spirit Lake,ID,47.9657,-116.868,4161,Production manager,48.492046,-117.065996,0,2020,12,27,19,63
Waelchi Inc,kids_pets,51.97,Athena,OR,45.8289,-118.4971,1302,Dealer,45.726094,-117.8065,0,2020,12,27,19,44
"""Effertz, Welch and Schowalte""",entertainment,50.99,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",38.855458,-90.363671,0,2020,12,27,19,19
Dare-Gibson,health_fitness,71.97,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,39.064795,-94.242112,0,2020,12,27,19,46
White and Sons,home,63.28,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.059417,-89.994684,0,2020,12,27,19,35
Terry Lt,home,7.89,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,40.781805,-101.998753,0,2020,12,27,19,38
Kessler Inc,travel,2.99,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",41.955337,-98.885794,0,2020,12,27,19,40
Donnelly LLC,entertainment,27.93,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",40.799365,-123.541722,0,2020,12,27,19,69
Pagac LLC,shopping_pos,8.88,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.298722,-91.038003,0,2020,12,27,19,35
Kirlin and Sons,personal_care,106.59,Burbank,WA,46.1966,-118.9017,3684,Musician,47.090261,-119.67621,0,2020,12,27,19,39
Wilkinson Lt,entertainment,99.59,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",40.580755,-97.870938,0,2020,12,27,20,47
Morissette LLC,entertainment,18.23,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",39.348729,-94.536796,0,2020,12,27,20,28
Lubowitz-Walte,kids_pets,46.82,Browning,MO,40.029,-93.1607,602,Cytogeneticist,39.871876,-92.186917,0,2020,12,27,20,66
"""Kling, Howe and Schneide""",home,58.46,Spirit Lake,ID,47.9657,-116.868,4161,Production manager,47.743678,-117.081482,0,2020,12,27,20,63
Fritsch and Sons,health_fitness,73.45,Loving,NM,32.274,-104.0914,1925,Educational psychologist,31.833015,-103.109332,0,2020,12,27,20,68
Bartoletti and Sons,personal_care,26.96,Smith River,CA,41.9404,-124.1587,1930,Web designer,41.697424,-124.336439,0,2020,12,27,20,37
Crona and Sons,kids_pets,149.62,Mesa,ID,44.6255,-116.4493,129,Cartographer,44.470406,-116.236691,0,2020,12,27,20,55
Waters-Cruickshank,health_fitness,21.15,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.530022,-112.437447,0,2020,12,27,20,39
"""Medhurst, Cartwright and Ebert""",personal_care,73.1,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,39.206218,-121.092887,0,2020,12,27,20,41
Conroy-Em,food_dining,33.4,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",33.296629,-118.87499,0,2020,12,27,20,25
Stark-Koss,home,37.98,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.166927,-111.74684,0,2020,12,27,20,53
"""Monahan, Bogisich and Ledne""",misc_pos,5.39,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",19.343939,-155.703042,0,2020,12,27,20,29
Hermann and Sons,shopping_pos,1.69,Littleton,CO,39.5994,-105.0044,320420,Water engineer,39.337818,-104.28629,0,2020,12,27,20,45
Brown-Greenholt,entertainment,37.87,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.98073,-111.091056,0,2020,12,27,20,53
Kassulke Inc,entertainment,45.04,Lamy,NM,35.4311,-105.9409,923,Public relations account executive,34.888175,-105.072578,0,2020,12,27,20,56
"""Larson, Quitzon and Spence""",travel,3.75,Camden,MO,39.2048,-94.0259,464,Colour technologist,39.520373,-94.71867,0,2020,12,27,20,61
Lind-Buckridge,entertainment,19.51,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",41.746559,-96.176827,0,2020,12,27,20,47
"""Koss, Hansen and Lueilwitz""",home,4.15,Luray,MO,40.4931,-91.8912,519,Town planner,39.627207,-92.799033,0,2020,12,27,20,54
Nolan-Williamson,kids_pets,25.84,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",40.557487,-98.951479,0,2020,12,27,20,40
Kuhn Group,food_dining,3.9,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,37.858012,-94.090416,0,2020,12,27,20,31
Conroy Lt,shopping_pos,4.35,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,37.847539,-120.474093,0,2020,12,27,20,41
Skiles LLC,home,20.07,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.672388,-92.876313,0,2020,12,27,20,48
Kautzer and Sons,personal_care,168.52,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.383756,-121.928606,0,2020,12,27,20,29
"""Turner, Ziemann and Lehne""",food_dining,52.19,American Fork,UT,40.3928,-111.7941,42384,Futures trader,39.859663,-112.096634,0,2020,12,27,20,28
